original_path,new_path,format,loadable_now,size_bytes,notes
Textures/Model/Garage/Wall_NM.png,models/textures/props/garage/wall_normal.png,png,가능,6172670,
Textures/Model/Buildings/Houses/Arches_DM.png,models/textures/props/houses/arches_diffuse.png,png,가능,341038,
Textures/Model/Buildings/Houses/AtticFloor_DM.png,models/textures/props/houses/attic_floor_diffuse.png,png,가능,520601,내용 완전 중복: models/textures/props/houses/floors_planks_diffuse.png
Textures/Model/Buildings/Houses/AtticWalls_DM.png,models/textures/props/houses/attic_walls_diffuse.png,png,가능,388550,
Textures/Model/Buildings/Houses/BrickWallsSides_DM.png,models/textures/props/houses/brick_walls_sides_diffuse.png,png,가능,402311,
Textures/Model/Buildings/Houses/Bricks_DM.png,models/textures/props/houses/bricks_diffuse.png,png,가능,1362629,
Textures/Model/Buildings/Houses/FloorsPlanks_DM.png,models/textures/props/houses/floors_planks_diffuse.png,png,가능,520601,내용 완전 중복: models/textures/props/houses/attic_floor_diffuse.png
Textures/Model/Buildings/Houses/Opacity_DM.png,models/textures/props/houses/opacity_diffuse.png,png,가능,237129,
Textures/Model/Buildings/Houses/plaster_DM.png,models/textures/props/houses/plaster_diffuse.png,png,가능,191140,
Textures/Model/Buildings/Houses/PlasterWallsShort_DM.png,models/textures/props/houses/plaster_walls_short_diffuse.png,png,가능,366264,
Textures/Model/Buildings/Houses/plasterWallsTall_DM.png,models/textures/props/houses/plaster_walls_tall_diffuse.png,png,가능,379506,
Textures/Model/Buildings/Houses/Roof1_DM.png,models/textures/props/houses/roof_01_diffuse.png,png,가능,240779,
Textures/Model/Buildings/Houses/Roof2_DM.png,models/textures/props/houses/roof_02_diffuse.png,png,가능,363268,
Textures/Model/Buildings/Houses/RoofShort_DM.png,models/textures/props/houses/roof_short_diffuse.png,png,가능,418167,
Textures/Model/Buildings/Houses/RoofTall_DM.png,models/textures/props/houses/roof_tall_diffuse.png,png,가능,280229,
Textures/Model/Buildings/Houses/Shutters_DM.png,models/textures/props/houses/shutters_diffuse.png,png,가능,408104,
Textures/Model/Buildings/Houses/Trims_DM.png,models/textures/props/houses/trims_01_diffuse.png,png,가능,486149,같은 이름의 번호 붙은 파일이 있어 _01 부여
Textures/Model/Buildings/Houses/Trims_DM (2).png,models/textures/props/houses/trims_02_diffuse.png,png,가능,475122,
Textures/Model/Buildings/Houses/Trims_DM (3).png,models/textures/props/houses/trims_03_diffuse.png,png,가능,601191,
Textures/Model/Buildings/Houses/UniqueDoor_DM.png,models/textures/props/houses/unique_door_diffuse.png,png,가능,508184,
Textures/Model/Buildings/Houses/UniquePosters_DM.png,models/textures/props/houses/unique_posters_diffuse.png,png,가능,521622,
Textures/Model/Buildings/Houses/UniqueSign_DM.png,models/textures/props/houses/unique_sign_diffuse.png,png,가능,550023,
Textures/Model/Buildings/Houses/UniqueStone_DM.png,models/textures/props/houses/unique_stone_diffuse.png,png,가능,430968,
Textures/Model/Buildings/Houses/UniqueWindows_DM.png,models/textures/props/houses/unique_windows_01_diffuse.png,png,가능,532643,같은 이름의 번호 붙은 파일이 있어 _01 부여
Textures/Model/Buildings/Houses/UniqueWindows_DM (2).png,models/textures/props/houses/unique_windows_02_diffuse.png,png,가능,405766,
Textures/Model/Buildings/Houses/UniqueWindows_DM (3).png,models/textures/props/houses/unique_windows_03_diffuse.png,png,가능,387821,
Textures/Model/Buildings/Houses/Walls_DM.png,models/textures/props/houses/walls_diffuse.png,png,가능,392039,
Textures/Model/Buildings/Houses/WallsInside_DM.png,models/textures/props/houses/walls_inside_diffuse.png,png,가능,162910,
Textures/Model/Buildings/Houses/WoodWalls_DM.png,models/textures/props/houses/wood_walls_diffuse.png,png,가능,379046,
Textures/Model/Trees/Bush_DM.png,models/textures/props/trees/bush_diffuse.png,png,가능,3699026,
Textures/Model/Trees/Bush_NM.png,models/textures/props/trees/bush_normal.png,png,가능,4333153,
Textures/Model/Trees/Tree01_Leaf_DM.png,models/textures/props/trees/tree_01_leaf_diffuse.png,png,가능,596642,
Textures/Model/Trees/Tree01_Leaf_NM.png,models/textures/props/trees/tree_01_leaf_normal.png,png,가능,1424179,
Textures/Model/Trees/Tree01_Leaf_SM.png,models/textures/props/trees/tree_01_leaf_specular.png,png,가능,587842,
Textures/Model/Trees/Tree01_Trunk_DM.png,models/textures/props/trees/tree_01_trunk_diffuse.png,png,가능,2190654,
Textures/Model/Trees/Tree01_Trunk_NM.png,models/textures/props/trees/tree_01_trunk_normal.png,png,가능,2489661,
Textures/Model/Trees/Tree01_Trunk_SM.png,models/textures/props/trees/tree_01_trunk_specular.png,png,가능,993652,
Textures/Model/Tank01/Tank01_Body_DM.png,models/textures/tanks/tank_01/tank_01_body_diffuse.png,png,가능,4983700,
Textures/Model/Tank01/Tank01_Body_NM.png,models/textures/tanks/tank_01/tank_01_body_normal.png,png,가능,4502630,
Textures/Model/Tank01/Tank01_Body_SM.png,models/textures/tanks/tank_01/tank_01_body_specular.png,png,가능,841862,
Textures/Model/Tank01/Tank01_Caterpillar_DM.png,models/textures/tanks/tank_01/tank_01_caterpillar_diffuse.png,png,가능,83673,내용 완전 중복: models/textures/tanks/tank_03/tank_03_caterpillar_diffuse.png
Textures/Model/Tank01/Tank01_Caterpillar_NM.png,models/textures/tanks/tank_01/tank_01_caterpillar_normal.png,png,가능,38394,내용 완전 중복: models/textures/tanks/tank_03/tank_03_caterpillar_normal.png
Textures/Model/Tank01/Tank01_Caterpillar_SM.png,models/textures/tanks/tank_01/tank_01_caterpillar_specular.png,png,가능,62269,내용 완전 중복: models/textures/tanks/tank_03/tank_03_caterpillar_specular.png
Textures/Model/Tank02/Tank02_Body_DM.png,models/textures/tanks/tank_02/tank_02_body_diffuse.png,png,가능,5337975,
Textures/Model/Tank02/Tank02_Body_NM.png,models/textures/tanks/tank_02/tank_02_body_normal.png,png,가능,6034205,
Textures/Model/Tank02/Tank02_Body_SM.png,models/textures/tanks/tank_02/tank_02_body_specular.png,png,가능,1105596,
Textures/Model/Tank02/Tank02_Caterpillar_DM.png,models/textures/tanks/tank_02/tank_02_caterpillar_diffuse.png,png,가능,318886,
Textures/Model/Tank02/Tank02_Caterpillar_NM.png,models/textures/tanks/tank_02/tank_02_caterpillar_normal.png,png,가능,89140,
Textures/Model/Tank02/Tank02_Caterpillar_SM.png,models/textures/tanks/tank_02/tank_02_caterpillar_specular.png,png,가능,367310,
Textures/Model/Tank03/Tank03_Body_DM.png,models/textures/tanks/tank_03/tank_03_body_diffuse.png,png,가능,5950551,
Textures/Model/Tank03/Tank03_Body_NM.png,models/textures/tanks/tank_03/tank_03_body_normal.png,png,가능,6253428,
Textures/Model/Tank03/Tank03_Body_SM.png,models/textures/tanks/tank_03/tank_03_body_specular.png,png,가능,927579,
Textures/Model/Tank03/Tank03_Caterpillar_DM.png,models/textures/tanks/tank_03/tank_03_caterpillar_diffuse.png,png,가능,83673,내용 완전 중복: models/textures/tanks/tank_01/tank_01_caterpillar_diffuse.png
Textures/Model/Tank03/Tank03_Caterpillar_NM.png,models/textures/tanks/tank_03/tank_03_caterpillar_normal.png,png,가능,38394,내용 완전 중복: models/textures/tanks/tank_01/tank_01_caterpillar_normal.png
Textures/Model/Tank03/Tank03_Caterpillar_SM.png,models/textures/tanks/tank_03/tank_03_caterpillar_specular.png,png,가능,62269,내용 완전 중복: models/textures/tanks/tank_01/tank_01_caterpillar_specular.png
Textures/Model/Tank04/Tank04_Body_DM.png,models/textures/tanks/tank_04/tank_04_body_diffuse.png,png,가능,5265670,
Textures/Model/Tank04/Tank04_Body_NM.png,models/textures/tanks/tank_04/tank_04_body_normal.png,png,가능,4596907,
Textures/Model/Tank04/Tank04_Body_SM.png,models/textures/tanks/tank_04/tank_04_body_specular.png,png,가능,815388,
Textures/Model/Tank04/Tank04_Caterpillar_DM.png,models/textures/tanks/tank_04/tank_04_caterpillar_diffuse.png,png,가능,78314,
Textures/Model/Tank04/Tank04_Caterpillar_NM.png,models/textures/tanks/tank_04/tank_04_caterpillar_normal.png,png,가능,24865,
Textures/Model/Tank04/Tank04_Caterpillar_SM.png,models/textures/tanks/tank_04/tank_04_caterpillar_specular.png,png,가능,36568,
Models/LandscapeMaps/Terrain01.map,terrain/maps/battle_01/battle_01.map,map,불가,566,"파일 내부에 원본 경로(Models\LandscapeMaps\..., Textures\Landscape\...) 포함"
Models/LandscapeMaps/Terrain01_AlphaMap.png,terrain/maps/battle_01/battle_01_alpha_map.png,png,가능,145703,
Models/LandscapeMaps/Terrain01_HeightMap.png,terrain/maps/battle_01/battle_01_height_map.png,png,가능,41007,
Models/LandscapeMaps/SelectScene.map,terrain/maps/select/select.map,map,불가,564,"파일 내부에 원본 경로(Models\LandscapeMaps\..., Textures\Landscape\...) 포함"
Models/LandscapeMaps/SelectScene_AlphaMap.png,terrain/maps/select/select_alpha_map.png,png,가능,7012,
Models/LandscapeMaps/SelectScene_HeightMap.png,terrain/maps/select/select_height_map.png,png,가능,1633,
Textures/Landscape/Grass_DM.png,terrain/textures/grass_01_diffuse.png,png,가능,1324671,같은 이름의 번호 붙은 파일이 있어 _01 부여
Textures/Landscape/Grass_NM.png,terrain/textures/grass_01_normal.png,png,가능,651378,같은 이름의 번호 붙은 파일이 있어 _01 부여
Textures/Landscape/Grass_SM.png,terrain/textures/grass_01_specular.png,png,가능,212551,같은 이름의 번호 붙은 파일이 있어 _01 부여
Textures/Landscape/Grass02_DM.png,terrain/textures/grass_02_diffuse.png,png,가능,1361415,
Textures/Landscape/Grass02_NM.png,terrain/textures/grass_02_normal.png,png,가능,604916,
Textures/Landscape/Grass02_SM.png,terrain/textures/grass_02_specular.png,png,가능,285460,
Textures/Landscape/Moss_DM.png,terrain/textures/moss_diffuse.png,png,가능,456288,
Textures/Landscape/Moss_NM.png,terrain/textures/moss_normal.png,png,가능,1403883,
Textures/Landscape/Moss_SM.png,terrain/textures/moss_specular.png,png,가능,174583,
Textures/Landscape/Rock_DM.png,terrain/textures/rock_01_diffuse.png,png,가능,1315220,같은 이름의 번호 붙은 파일이 있어 _01 부여
Textures/Landscape/Rock_NM.png,terrain/textures/rock_01_normal.png,png,가능,1349856,같은 이름의 번호 붙은 파일이 있어 _01 부여
Textures/Landscape/Rock_SM.png,terrain/textures/rock_01_specular.png,png,가능,136379,같은 이름의 번호 붙은 파일이 있어 _01 부여
Textures/Landscape/Rock02_DM.png,terrain/textures/rock_02_diffuse.png,png,가능,452694,
Textures/Landscape/Rock02_NM.png,terrain/textures/rock_02_normal.png,png,가능,1394332,
Textures/Landscape/Rock02_SM.png,terrain/textures/rock_02_specular.png,png,가능,296436,
Textures/Landscape/RockBed_DM.png,terrain/textures/rock_bed_diffuse.png,png,가능,1417437,
Textures/Landscape/RockBed_NM.png,terrain/textures/rock_bed_normal.png,png,가능,717485,
Textures/Landscape/RockBed_SM.png,terrain/textures/rock_bed_specular.png,png,가능,255564,
Textures/Landscape/Soil_DM.png,terrain/textures/soil_diffuse.png,png,가능,1356453,
Textures/Landscape/Soil_NM.png,terrain/textures/soil_normal.png,png,가능,1404141,
Textures/Landscape/Soil_SM.png,terrain/textures/soil_specular.png,png,가능,156335,
Textures/UI/bg/defeat_bg.png,ui/backgrounds/defeat.png,png,가능,5817058,
Textures/UI/bg/loading_bg_1.png,ui/backgrounds/loading_01.png,png,가능,3252672,
Textures/UI/bg/loading_bg_2.png,ui/backgrounds/loading_02.png,png,가능,6687480,
Textures/UI/bg/loading_bg_3.png,ui/backgrounds/loading_03.png,png,가능,3853700,
Textures/UI/bg/loading_bg_4.png,ui/backgrounds/loading_04.png,png,가능,7976144,
Textures/UI/bg/title_bg.png,ui/backgrounds/title.png,png,가능,709827,
Textures/UI/bg/win_bg.png,ui/backgrounds/win.png,png,가능,679900,
Textures/UI/button.png,ui/buttons/button.png,png,가능,7245,
Textures/UI/button_hover.png,ui/buttons/button_hover.png,png,가능,13071,
Textures/UI/button_select.png,ui/buttons/button_select.png,png,가능,13307,
Textures/UI/cancel.png,ui/buttons/cancel.png,png,가능,3054,
Textures/UI/gear.png,ui/common/gear.png,png,가능,11399,
Textures/UI/logo.png,ui/common/logo.png,png,가능,94897,
Textures/UI/popup.png,ui/common/popup.png,png,가능,221074,
Textures/UI/AimBlur.png,ui/hud/aim_blur.png,png,가능,160679,
Textures/UI/crossHair.png,ui/hud/crosshair.png,png,가능,5511,
Textures/UI/Hit.png,ui/hud/hit.png,png,가능,41713,
Textures/UI/Hologram.png,ui/hud/hologram_01.png,png,가능,11201,
Textures/UI/Hologram2.png,ui/hud/hologram_02.png,png,가능,11192,
Textures/UI/hp_bar_base.png,ui/hud/hp_bar_base.png,png,가능,2992,
Textures/UI/hp_bar_BG.png,ui/hud/hp_bar_bg.png,png,가능,158,
Textures/UI/state.png,ui/hud/state.png,png,가능,37746,
Textures/UI/tankBody.png,ui/hud/tank_body.png,png,가능,9216,
Textures/UI/tankTurret.png,ui/hud/tank_turret.png,png,가능,13795,
Textures/UI/ObjectThumbnail/Bush01.png,ui/icons/objects/bush_01.png,png,가능,9496,
Textures/UI/ObjectThumbnail/Fence01.png,ui/icons/objects/fence_01.png,png,가능,15616,
Textures/UI/ObjectThumbnail/Fence02.png,ui/icons/objects/fence_02.png,png,가능,12820,
Textures/UI/ObjectThumbnail/House01.png,ui/icons/objects/house_01.png,png,가능,14963,
Textures/UI/ObjectThumbnail/House02.png,ui/icons/objects/house_02.png,png,가능,13906,
Textures/UI/ObjectThumbnail/House03.png,ui/icons/objects/house_03.png,png,가능,11970,
Textures/UI/ObjectThumbnail/Tree01.png,ui/icons/objects/tree_01.png,png,가능,12374,
Textures/UI/ObjectThumbnail/Tree02.png,ui/icons/objects/tree_02.png,png,가능,17986,
Textures/UI/Tank01_Icon.png,ui/icons/tanks/tank_01.png,png,가능,77868,
Textures/UI/Tank02_Icon.png,ui/icons/tanks/tank_02.png,png,가능,96698,
Textures/UI/Tank03_Icon.png,ui/icons/tanks/tank_03.png,png,가능,135730,
Textures/UI/Tank04_Icon.png,ui/icons/tanks/tank_04.png,png,가능,92902,
Textures/UI/Dead.png,ui/result/dead.png,png,가능,129521,
Textures/UI/Win.png,ui/result/win.png,png,가능,133606,
Textures/UI/Tutorial/tutorial_1.png,ui/tutorial/tutorial_01.png,png,가능,1310401,
Textures/UI/Tutorial/tutorial_2.png,ui/tutorial/tutorial_02.png,png,가능,1388350,
Textures/UI/Tutorial/tutorial_3.png,ui/tutorial/tutorial_03.png,png,가능,1560854,
Textures/UI/Tutorial/tutorial_4.png,ui/tutorial/tutorial_04.png,png,가능,1224294,
Textures/UI/Tutorial/tutorial_5.png,ui/tutorial/tutorial_05.png,png,가능,1290823,
Textures/UI/Tutorial/tutorial_6.png,ui/tutorial/tutorial_06.png,png,가능,1772474,
Sound/Easteregg/desktop.ini,,ini,불가,192,제거: Windows 탐색기 폴더 설정 파일 — 리소스 아님
Textures/Test.jfif,,jfif,불가,36572,제거: 테스트용 이미지 — 원본 코드에서 이름으로 참조되지 않음
